filename,width,height,class,xmin,ymin,xmax,ymax
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2422,1735,2447,1757
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2016,1790,2040,1813
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1725,860,1750,885
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,867,2422,893,2448
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1614,2026,1638,2050
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1099,1956,1126,1980
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1000,1815,1025,1839
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2459,1333,2486,1359
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1677,643,1703,666
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1716,621,1742,644
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1541,2056,1567,2079
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1171,1119,1196,1142
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1383,1389,1408,1412
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,949,641,974,664
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1038,960,1063,985
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1948,1029,1973,1056
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1656,858,1684,885
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,874,1155,899,1179
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1387,2478,1412,2501
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1431,389,1456,414
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1134,1269,1161,1295
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2012,1277,2038,1302
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1929,968,1954,992
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1724,2380,1750,2404
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1233,1564,1259,1587
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1443,2309,1467,2332
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,922,630,946,655
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1191,1170,1217,1193
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1842,898,1869,922
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2378,1182,2404,1207
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1548,864,1573,889
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,976,668,1002,693
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1474,1110,1500,1134
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1353,475,1379,500
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1782,1308,1809,1332
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1740,800,1766,825
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1017,452,1043,478
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1868,935,1893,957
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1513,2458,1540,2483
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1354,1278,1378,1301
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,772,491,799,517
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,909,966,934,988
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1375,294,1401,318
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1111,377,1137,402
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1833,479,1858,505
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1677,1052,1701,1074
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1741,975,1765,999
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1042,1479,1067,1502
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,908,1004,933,1026
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2050,1139,2075,1163
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2183,819,2210,845
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,906,1065,932,1090
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1188,1070,1212,1094
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1762,1265,1788,1289
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2453,1138,2478,1163
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1073,919,1096,944
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1590,979,1615,1005
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1233,946,1259,970
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1412,1029,1438,1051
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1143,1915,1168,1941
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1121,1663,1145,1688
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,325,1120,350,1144
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1330,1075,1353,1099
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1166,2219,1191,2243
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2334,1489,2358,1514
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1912,2378,1938,2402
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2323,905,2349,931
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1319,790,1345,815
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,601,1013,625,1037
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1186,2054,1212,2079
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2271,804,2294,830
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1816,2022,1842,2046
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,556,1476,581,1501
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,295,1310,319,1335
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,418,1286,443,1310
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1153,2360,1178,2383
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1288,541,1315,567
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1220,1378,1246,1402
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1579,514,1604,538
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,985,486,1011,512
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1528,958,1553,979
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1016,479,1042,503
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1431,258,1455,281
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1923,482,1950,507
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1148,1215,1173,1239
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1617,2517,1641,2541
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2179,1036,2205,1060
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1824,1216,1847,1239
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1755,872,1781,897
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1546,914,1570,938
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1212,413,1238,437
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1532,564,1558,589
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1691,866,1716,890
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,743,1211,769,1234
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,872,1760,896,1784
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1324,1354,1352,1378
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1419,1378,1447,1404
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1852,1381,1878,1405
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,868,1352,894,1376
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,920,1555,944,1578
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,737,516,762,539
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1014,1001,1039,1022
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,696,1839,723,1865
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1293,1566,1319,1590
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2134,2243,2158,2267
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2470,1293,2499,1320
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1379,606,1403,630
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2356,1085,2383,1110
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2256,1744,2281,1768
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1109,770,1134,794
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1239,973,1265,998
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2238,2205,2263,2228
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2112,1654,2137,1678
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1730,1848,1755,1871
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1681,2398,1706,2421
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,720,1432,746,1456
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2122,818,2146,842
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1518,2489,1545,2513
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1740,1558,1767,1582
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2150,1829,2175,1853
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2135,1508,2161,1534
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1775,837,1803,861
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1748,1239,1774,1263
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1508,1034,1535,1057
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1174,1747,1200,1771
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,613,887,639,912
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,649,637,674,660
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1379,1777,1404,1800
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1726,658,1752,683
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1543,1152,1566,1176
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,900,1338,923,1363
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1350,726,1375,750
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1498,848,1523,874
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1990,725,2014,748
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1129,477,1156,503
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1375,1442,1400,1466
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,934,1508,959,1532
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1468,904,1490,928
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1559,1033,1584,1056
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,501,1075,525,1100
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1026,1643,1051,1665
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1808,1566,1834,1591
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,812,1615,837,1636
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1978,1040,2004,1065
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2145,1413,2170,1437
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2294,1043,2320,1067
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1562,1570,1587,1594
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1867,770,1890,794
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1442,1333,1468,1357
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1153,815,1180,840
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1076,1627,1102,1652
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,836,724,861,749
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1519,1181,1545,1206
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1310,1074,1333,1097
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1593,1311,1618,1335
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2040,1465,2065,1488
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1734,1072,1760,1096
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1401,1973,1425,1996
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1683,1265,1708,1284
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1544,1073,1571,1096
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1944,756,1968,780
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1613,2209,1639,2235
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,496,1797,520,1820
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2338,866,2364,892
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2191,2010,2215,2032
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1295,1230,1320,1254
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1030,1228,1056,1252
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1007,1376,1034,1400
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1973,2335,1994,2358
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2043,1235,2069,1259
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1527,709,1553,735
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1487,902,1509,926
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1859,1769,1886,1794
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1814,1719,1839,1742
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2512,1168,2537,1192
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1904,881,1928,904
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1199,1525,1225,1549
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1229,1296,1255,1319
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1681,1244,1709,1268
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1521,1055,1545,1077
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1777,1483,1803,1508
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,918,947,943,970
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1856,1412,1883,1436
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2117,929,2144,952
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1087,1130,1111,1153
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,943,814,969,839
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,893,986,918,1009
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1277,1163,1298,1186
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1778,912,1801,934
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1588,1079,1613,1101
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,942,1177,969,1203
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,981,1543,1006,1567
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1092,1431,1117,1454
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1503,2376,1528,2399
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1573,1224,1599,1248
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2508,1657,2533,1681
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2481,1257,2507,1281
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1269,893,1294,918
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,835,851,861,876
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1393,857,1418,880
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1853,866,1878,889
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2180,1287,2206,1312
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1838,944,1861,968
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1891,393,1918,419
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2285,1117,2311,1140
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1466,838,1490,862
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1698,790,1723,815
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1574,866,1599,890
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1326,815,1353,841
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,289,1547,313,1571
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1418,917,1444,942
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2181,1134,2206,1158
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2287,1217,2311,1240
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1185,950,1210,974
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1778,1084,1802,1109
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2332,1592,2357,1616
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1911,646,1940,671
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1888,2406,1913,2429
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1121,1127,1147,1152
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,634,1201,659,1227
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1812,857,1838,880
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1472,1209,1496,1234
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1201,768,1227,793
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,908,905,933,929
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1897,936,1923,961
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2106,878,2133,903
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,605,1097,632,1121
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1844,1028,1870,1052
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1842,1231,1865,1253
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2338,1926,2364,1949
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2141,1439,2168,1463
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,790,1683,817,1709
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1587,1145,1613,1169
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1688,2573,1713,2598
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,997,1202,1022,1227
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1582,1042,1606,1065
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2188,1842,2212,1863
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1631,838,1657,863
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1951,554,1977,577
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1765,983,1789,1005
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,999,1466,1024,1488
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1300,2123,1326,2147
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2443,1760,2469,1784
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,811,981,835,1005
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1223,1485,1248,1509
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2257,1649,2281,1672
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1776,502,1800,526
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1091,834,1117,860
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2447,1591,2471,1612
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1381,1021,1407,1044
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1099,1282,1123,1306
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2223,1373,2249,1396
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1224,1441,1249,1465
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1988,1780,2015,1804
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1714,1298,1738,1321
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,968,1409,993,1433
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1294,689,1319,712
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,937,1444,964,1470
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1756,677,1782,700
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,599,1246,625,1272
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1870,1433,1895,1455
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1838,1100,1863,1125
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1947,1560,1972,1584
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1314,1681,1340,1706
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1969,1387,1996,1411
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1465,1587,1490,1611
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1084,655,1108,679
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,894,889,919,915
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1551,2550,1577,2574
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2156,1019,2181,1042
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,897,677,923,702
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1126,1187,1151,1210
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2336,2011,2360,2035
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,955,584,979,608
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1577,705,1604,731
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1613,1292,1637,1316
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1201,922,1228,944
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,731,978,759,998
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2126,1208,2148,1235
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,337,1230,361,1253
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2181,1083,2205,1106
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1488,617,1513,640
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2066,1451,2091,1474
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1807,817,1834,842
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1882,1359,1909,1383
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1777,1058,1803,1082
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1423,580,1449,606
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1139,645,1164,668
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2065,1761,2089,1784
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1338,1049,1363,1072
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1646,1142,1671,1167
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1160,742,1186,767
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1032,1665,1058,1688
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1725,1523,1749,1548
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1631,598,1655,622
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1486,694,1512,717
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1479,573,1505,597
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1032,898,1057,923
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1952,596,1977,620
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1255,516,1280,540
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,805,1595,833,1619
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1877,525,1901,549
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,715,826,739,851
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2034,1401,2059,1426
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2215,1111,2241,1134
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1924,821,1949,845
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1193,1561,1218,1585
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1986,1001,2011,1025
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1126,1587,1151,1610
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2113,1322,2138,1345
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1838,774,1863,798
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,604,1807,630,1832
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,1933,1800,1958,1823
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,434,1034,458,1058
scan108_010719110.jpg_2_1.jpg,2900,2900,seed,2516,1508,2540,1532
