filename,width,height,class,xmin,ymin,xmax,ymax
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1165,1168,1187,1190
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1199,1149,1217,1168
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1315,894,1338,915
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1201,1169,1216,1189
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1182,1177,1200,1196
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1407,1406,1431,1430
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,688,1384,711,1406
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1136,1243,1157,1270
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,898,1210,922,1232
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,944,1435,967,1460
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1437,1380,1456,1402
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1434,1403,1458,1421
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1217,1145,1235,1167
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1431,1437,1450,1457
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1372,1323,1392,1346
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1362,2080,1386,2103
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1336,2295,1362,2321
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1083,2244,1108,2269
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1030,1534,1056,1557
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,710,1583,737,1608
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1302,1712,1325,1733
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1188,2205,1212,2228
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1210,1854,1235,1877
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1268,1985,1293,2010
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1258,1857,1283,1881
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1101,1930,1128,1954
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1021,1663,1048,1686
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1294,1677,1319,1701
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1395,1918,1421,1944
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1321,1892,1346,1917
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1030,1634,1055,1657
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1209,1516,1234,1539
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,525,1821,551,1844
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1304,2244,1328,2266
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,897,1675,922,1698
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1383,1566,1407,1590
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1016,1697,1041,1720
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1408,1851,1433,1874
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1046,1518,1071,1541
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1071,1451,1095,1471
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,753,2181,778,2205
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1014,1781,1038,1805
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,866,1620,889,1642
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,988,2212,1012,2235
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,780,2073,805,2095
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,920,2164,945,2188
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1372,2455,1396,2479
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1153,1617,1177,1639
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1340,2100,1365,2124
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1222,1877,1246,1899
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,904,2052,929,2076
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,777,2193,803,2217
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1168,1695,1194,1719
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1299,1573,1324,1597
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1174,1582,1201,1608
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1067,1878,1092,1901
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1188,1621,1214,1644
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,902,1512,927,1536
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1166,2271,1192,2294
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1141,1786,1166,1811
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,837,2276,862,2300
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1217,1646,1242,1669
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1424,1552,1448,1576
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1249,1549,1272,1567
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,805,2081,828,2103
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,709,1869,732,1892
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1251,2092,1277,2116
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1201,1547,1225,1570
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1271,1720,1296,1743
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1318,1692,1339,1713
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1288,2209,1314,2234
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,924,1867,949,1889
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1335,1694,1359,1718
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,941,1523,966,1547
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1364,1793,1389,1817
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,596,1749,622,1772
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1373,1709,1398,1733
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,987,1447,1013,1468
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1407,2202,1433,2226
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,958,2149,983,2173
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1412,1583,1437,1608
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1385,2075,1410,2099
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1013,1603,1038,1627
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1232,1532,1254,1554
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1065,1780,1091,1804
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1268,1444,1294,1460
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1236,2074,1260,2096
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1222,1572,1247,1595
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1098,1455,1121,1472
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1166,1541,1191,1565
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1220,1973,1244,1996
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1111,1647,1135,1669
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,654,2103,679,2127
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1395,1707,1419,1730
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1257,1526,1278,1548
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1419,1472,1442,1495
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1364,2550,1387,2573
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1126,1442,1149,1462
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1415,1870,1442,1890
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1427,1884,1449,1904
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1228,1553,1251,1574
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1436,1522,1449,1543
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1484,1386,1510,1409
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1533,1066,1560,1091
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2000,1297,2025,1321
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1833,1047,1857,1069
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1536,660,1560,681
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1654,865,1678,889
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1550,1050,1573,1073
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1494,794,1520,820
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1689,1047,1712,1069
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1660,1101,1686,1123
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1800,1244,1823,1267
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1528,836,1553,857
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1633,1268,1657,1292
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1619,1073,1643,1096
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1956,1319,1982,1343
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1931,1197,1957,1222
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1469,1326,1494,1346
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1606,574,1631,597
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2357,1332,2382,1357
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1521,1351,1546,1373
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1541,815,1565,838
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1910,1042,1934,1064
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1550,983,1576,1007
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1990,889,2014,913
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1485,1017,1510,1040
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1507,1330,1531,1352
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1549,716,1573,741
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1719,1310,1745,1332
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1450,1035,1475,1057
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1691,1183,1715,1205
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1578,1427,1603,1449
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1570,648,1596,673
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1455,924,1479,947
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1693,1313,1718,1336
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2014,1321,2038,1344
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1512,1082,1537,1105
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1604,1356,1628,1378
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1497,1265,1523,1291
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1793,1277,1819,1300
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1908,1414,1933,1437
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1571,1363,1596,1387
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1765,1289,1790,1312
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1472,1106,1497,1129
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1711,1380,1736,1402
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1651,1360,1677,1384
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1570,829,1593,853
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1846,1385,1872,1410
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1593,1069,1619,1093
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1652,1196,1678,1219
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1699,1342,1723,1364
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1479,1407,1503,1429
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1971,1231,1997,1256
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1529,1306,1554,1330
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1819,1259,1845,1283
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1622,1107,1648,1132
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1568,1330,1592,1354
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1740,916,1766,940
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1680,1073,1705,1098
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1474,1304,1499,1327
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1707,789,1731,812
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1559,909,1583,932
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1827,1012,1853,1035
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1472,1139,1496,1162
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1606,1095,1627,1118
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1579,1263,1603,1286
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1751,1348,1773,1369
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1708,1435,1731,1456
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1562,1250,1585,1272
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1629,977,1653,1000
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1739,1425,1757,1448
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1611,1164,1636,1187
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1744,1408,1766,1431
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1685,1116,1709,1140
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1713,1360,1738,1380
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1544,1335,1569,1359
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1581,1094,1606,1116
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1469,1367,1492,1385
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1555,748,1576,769
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1473,1042,1497,1063
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1521,1112,1544,1134
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1505,1413,1528,1436
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1731,1332,1752,1350
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1527,1333,1546,1353
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1730,1352,1752,1370
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1444,1293,1462,1317
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1650,1285,1673,1308
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1671,1491,1696,1514
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1565,2534,1590,2558
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1636,2072,1661,2096
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1996,2022,2023,2046
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1584,2147,1608,2170
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1465,1810,1490,1835
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1562,1546,1588,1567
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2024,1593,2048,1616
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1535,1774,1561,1798
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1720,1850,1744,1873
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1956,1751,1980,1775
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1833,2059,1859,2083
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2025,1480,2050,1504
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1484,2067,1508,2091
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1488,1483,1510,1505
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2036,1681,2061,1704
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1571,2094,1596,2118
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1530,1696,1555,1719
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1611,2037,1636,2061
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1473,1753,1498,1776
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1640,1488,1665,1512
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1607,2205,1632,2228
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1929,1600,1955,1626
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1735,1486,1759,1509
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1502,1785,1526,1809
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1759,1867,1784,1890
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1615,1871,1641,1894
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1699,1522,1726,1547
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1633,1996,1658,2020
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1904,1841,1930,1864
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1696,1740,1722,1765
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2088,1610,2111,1633
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1454,1663,1477,1686
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1897,2035,1922,2060
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1518,1973,1543,1997
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1515,1516,1540,1541
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1834,1531,1858,1554
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2173,1565,2198,1588
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1848,1510,1873,1532
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1953,1619,1978,1642
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1665,1992,1691,2015
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1882,1686,1907,1710
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1641,1575,1664,1592
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1587,1593,1613,1616
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1952,1676,1977,1700
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1595,1848,1620,1872
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1659,1783,1686,1809
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1458,2375,1483,2399
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1554,1526,1579,1549
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1476,1789,1499,1812
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1831,2142,1855,2165
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1849,1683,1876,1708
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1591,1563,1614,1584
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1614,1606,1637,1626
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1789,1732,1813,1755
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1884,1636,1909,1659
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2042,1508,2066,1531
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1608,1658,1634,1683
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2061,1687,2085,1712
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2264,1596,2290,1618
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1910,1629,1935,1653
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1560,1787,1585,1810
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1474,1499,1496,1522
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,2176,1593,2200,1617
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1806,2085,1831,2109
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1724,1816,1748,1839
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1755,1915,1779,1940
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1497,2255,1522,2279
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1451,2089,1472,2113
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1930,1503,1954,1526
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1789,1671,1813,1692
scan82_121318084.jpg_3_1.jpg,2900,2900,seed,1648,1447,1675,1464
